DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
CRI;CTG;13;27;107623,87
CRI;CTG;6;36;143148,12
CRI;CTG;1;22;89818,45
CRI;CTG;64;1911;7562317,98
CRI;CTG;17;140;553946,4
CRI;CTG;6;31;122659,56
CRI;CTG;1229;3530;13969341,18
CRI;CTG;151;151;597470,76
CRI;CTG;1069;1989;7955586,16
CRI;CTG;1593;3529;13570256,89
CRI;CTG;1000;1800;6920658
CRI;CTG;20050;74752;298898298,9
CRI;CTG;216;58149;231989779,2
CRI;CTG;9348;56454;221041685,2
CRI;CTG;37000;18500;72946055
CRI;CTG;10000;43300;170971782
CRI;CTG;30000;106500;420519510
CRI;CTG;20000;92000;363265680
CRI;CTG;20000;73000;288243420
CRI;CTG;8000;22320;88008429,6
CRI;CTG;1600;4720;18611101,6
CRI;CTG;1584;14108;56196590,42
CRI;CTG;75000;25115;97231466,75
CRI;CTG;2000;400;1566172
CRI;CTG;10605;47077;184329047,4
CRI;CTG;870;3395;13433318,89
CRI;CTG;23521;61220;242234271,5
CRI;CTG;3147;5546;21945773,61
CRI;CTG;968;2708;10717913,21
CRI;CTG;12;101200;397978108
CRI;CTG;2;47000;184831730
CRI;CTG;0;982;3864949,45
CRI;CTG;54967;108497;429298291,1
CRI;CTG;3848;10016;39634587,94
CRI;CTG;200;300;1179777
CRI;CTG;31188;78379;312804376,2
CRI;CTG;374;3270;13076127,3
CRI;CTG;172;285;1142294,33
CRI;CTG;18680;5972;23884595,95
CRI;CTG;18000;7914;31644208,14
CRI;CTG;14000;15904;63592303,04
CRI;CTG;1135463;91894;365970682,6
CRI;CTG;72917;139457;557624087,6
CRI;CTG;2489;6388;25544721,04
CRI;CTG;12708;31673;126645407
CRI;CTG;307;11458;45814927,58
CRI;CTG;6000;447;1788293,61
CRI;CTG;14000;24016;96064118,5
CRI;CTG;1;33074;131994365,1
CRI;CTG;1323;7691;30752780,3
CRI;CTG;135;2705;10815969,55
CRI;CTG;46;258;1033936,73
CRI;CTG;4;22;89966,47
CRI;CTG;4;7;29452,69
CRI;CTG;20000;2860;11439742,6
CRI;CTG;117;25038;99890352,9
CRI;CTG;28159;54136;217800496,5
CRI;CTG;13387;30710;123555032,1
CRI;CTG;4651;16062;64623937,11
CRI;CTG;278;2488;10011033,9
CRI;CTG;1058;6182;24873093,5
CRI;CTG;23278;19733;75423188,08
CRI;CTG;24751;23892;95532400,92
CRI;CTG;1;5000;19715150
CRI;CTG;17120;36800;146579920
CRI;CTG;194;19864;78118934,05
CRI;CTG;135350;6825;26915043,91
CRI;CTG;3;4;15288,2
CRI;CTG;258;28445;113740016,1
CRI;CTG;380;4250;16994187,3
CRI;CTG;1200;8400;33599244
CRI;CTG;27;68753;273855742,5
CRI;CTG;2210;10008;40031099,28
CRI;CTG;485;16344;65374529,03
CRI;CTG;52;6500;26002134,93
CRI;CTG;2996;40723;162892014,8
CRI;CTG;593;8423;33693321,88
CRI;CTG;3049;20569;82275108,76
CRI;CTG;10144;16320;65279731,17
CRI;CTG;16310;64345;257376688,9
CRI;CTG;571;2178;8711803,98
CRI;CTG;3284;4226;16835022,46
CRI;CTG;14;1;3999,91
CRI;CTG;81;41;167716,22
CRI;CTG;240;155;619986,05
CRI;CTG;409;315;1259971,65
CRI;CTG;24;5;19999,55
CRI;CTG;50;15;59998,65
CRI;CTG;45;1;6359,85
CRI;CTG;5;0;799,98
CRI;CTG;13;41;163996,31
CRI;CTG;134;10000;39825000
CRI;CTG;81;1833;7331028,17
CRI;CTG;61;1379;5514505,08
CRI;CTG;1461;32960;131792369
CRI;CTG;297;6717;26861910,2
CRI;CTG;155;3510;14035849,69
CRI;CTG;4;16160;63927020,8
CRI;CTG;2928;26711;106376557,5
CRI;CTG;3;19660;78298817,4
CRI;CTG;3;6788;27036515,47
CRI;CTG;1;15970;61038138,5
CRI;CTG;229;18555;72969522,05
CRI;CTG;3321;68364;273417032,5
CRI;CTG;259;13188;51866614,89
CRI;CTG;1200;8817;34523129,39
CRI;CTG;20020;10609;41539540,8
CRI;CTG;23;2130;8342254,31
CRI;CTG;300;5346;20554354,26
CRI;CTG;7044;25407;97685971,9
CRI;CTG;1879;11285;44304002,53
CRI;CTG;658;8702;34221357,27
CRI;CTG;3804;3653;14145387,86
CRI;CTG;121;109;427016,79
CRI;CTG;450;569;2231286,09
CRI;CTG;67;66;261433,26
CRI;CTG;762;701;2745107,97
CRI;CTG;1198;8320;32577787,12
CRI;CTG;3;26;102153,56
CRI;CTG;11;96;377799,84
CRI;CTG;3;26;104111,28
CRI;CTG;250;1271;4977568,69
CRI;CTG;59;332;1300275,14
CRI;CTG;86;538;2108654,82
CRI;CTG;520;1124;4422000,82
CRI;CTG;28028;53551;211207889,5
CRI;CTG;33175;31489;122890477,6
CRI;CTG;181152;158369;629415585
CRI;CTG;890;820;3247224,4
CRI;CTG;7251;49836;196121153,2
CRI;CTG;26000;10400;41424760
CRI;CTG;1500;7941;31174539,57
CRI;CTG;400;906;3560045,26
CRI;CTG;2280;12839;50403510,63
CRI;CTG;11348;21604;84813591,32
CRI;CTG;915;26054;102284798,9
CRI;CTG;2880;11590;45501872,73
CRI;CTG;5820;75651;296988936,6
CRI;CTG;1650;30603;121877483
CRI;CTG;250;532;2090394
CRI;CTG;8900;4464;17777880
CRI;CTG;500;9248;36308268,99
CRI;CTG;163;601;2360526,24
CRI;CTG;40000;2376;9327629,52
CRI;CTG;8;7054;28092555
CRI;CTG;291;2254;8864057,86
CRI;CTG;2731;47432;186531002,1
CRI;CTG;2300;3357;12997657,79
CRI;CTG;44;62370;239800799,7
CRI;CTG;4998;4944;19560244,24
CRI;CTG;102;1132;4443971,64
CRI;CTG;500;25;98897
CRI;CTG;18432;35146;140581396,8
CRI;CTG;181;286;1122710,39
CRI;CTG;226;13790;54137389
CRI;CTG;1;35;138018,9
CRI;CTG;5066;263432;1049660928
CRI;CTG;22264;28620;114221699,4
CRI;CTG;6;64;247772,8
CRI;CTG;457;5842;22618559,48
CRI;CTG;64;819;3174434,14
CRI;CTG;2;21;84397,61
CRI;CTG;28;357;1383656,23
CRI;CTG;9;116;449088,2
CRI;CTG;4;2763;10849611,29
CRI;CTG;63;262;1017339,63
CRI;CTG;12;179;696396,42
CRI;CTG;6;59;232054,71
CRI;CTG;84;1191;4613142,39
CRI;CTG;6;46;180719,28
CRI;CTG;227;907;3512876,3
CRI;CTG;72;880;3462881,45
CRI;CTG;1105;13725;53137974,12
CRI;CTG;6;209;823548,03
CRI;CTG;113;233;902163,99
CRI;CTG;92;443;1718536,65
CRI;CTG;120;999;3869901,42
CRI;CTG;25;34;133565,02
CRI;CTG;17;236;914823,63
CRI;CTG;230;1208;4678260,17
CRI;CTG;8105;22019;87861728,8
CRI;CTG;1;25248;97746369,6
CRI;CTG;4704;48944;193617223,7
CRI;CTG;608;596;2359603,3
CRI;CTG;84;262;1015558,76
CRI;CTG;360;897;3473077,79
CRI;CTG;280;313;1214086,72
CRI;CTG;13578;37379;146356815,7
CRI;CTG;2858;4055;16053786,01
CRI;CTG;8800;4576;17917007,68
CRI;CTG;3787;6310;24431830,5
CRI;CTG;3;550;2156501,38
CRI;CTG;30;971;3820117,92
CRI;CTG;3384;8767;34681991,13
CRI;CTG;1362;6975;27595823,29
CRI;CTG;5020;4525;18060887,07
CRI;CTG;12340;8507;33953289,59
CRI;CTG;604;1853;7397255,71
CRI;CTG;44;61530;236571159,3
CRI;CTG;20;95;367787,75
CRI;CTG;1;481;1883752,52
CRI;CTG;6318;53163;212574266,6
CRI;CTG;3;80735;322822383,9
CRI;CTG;1;92092;368232062,4
CRI;CTG;7;70982;283825075,8
CRI;CTG;20000;98340;387757570,2
CRI;CTG;24000;33360;130618744,8
CRI;CTG;4215;11840;46685475,2
CRI;CTG;1;250000;978857500
CRI;CTG;71785;662182;2592730322
CRI;CTG;60;65;263341,86
CRI;CTG;30;32;131670,93
CRI;CTG;180;217;870035,79
CRI;CTG;363;519;2077145,97
CRI;CTG;92;162;648438,36
CRI;CTG;530;514;2056313,73
CRI;CTG;2210;2128;8512347,96
CRI;CTG;520;664;2656490,08
CRI;CTG;3300;27741;110924785,1
CRI;CTG;17;92;369982,13
CRI;CTG;13;59;236951,7
CRI;CTG;336;2182;8727467,8
CRI;CTG;315;2261;9042190,52
CRI;CTG;3080;2515;10060051,23
CRI;CTG;517;76;290475,8
CRI;CTG;496;817;3268142,16
CRI;CTG;1599;2633;10528556,65
CRI;CTG;378;622;2488872,54
CRI;CTG;35;435;1740911,26
CRI;CTG;3968;206336;788626508,8
CRI;CTG;2104;8840;35358280,72
CRI;CTG;12558;12626;50485187,26
CRI;CTG;1;1200;4710924
CRI;CTG;265;2315;9257150,42
CRI;CTG;55;185;741923,53
CRI;CTG;480;1823;7290883,13
CRI;CTG;3235;9024;36084353,56
CRI;CTG;280;2877;11506112,37
CRI;CTG;3160;5258;21027764,23
CRI;CTG;5;57650;226320640,5
CRI;CTG;240;400;1596186
CRI;CTG;16716;49337;196485160,1
CRI;CTG;6;3;12158,24
CRI;CTG;22400;41709;164689654,9
CRI;CTG;80000;36000;143393400
CRI;CTG;1061;3679;14656996,21
CRI;CTG;30;44;179002,76
CRI;CTG;20;82;329167,51
CRI;CTG;140;223;888760,25
CRI;CTG;270;71;283759,6
CRI;CTG;10;3;14419
CRI;CTG;50;752;2995328,8
CRI;CTG;3587;14386;57546425,17
CRI;CTG;87;46;185136,81
CRI;CTG;70;36;144070,53
CRI;CTG;1232;49075;195475516
CRI;CTG;204;1271;5064097,24
CRI;CTG;1943;2869;11429569,26
CRI;CTG;175;72;288021,57
CRI;CTG;0;50;199157,5
CRI;CTG;1;50;199157,5
CRI;CTG;77000;121192;463204559
CRI;CTG;60000;48006;183481332,3
CRI;CTG;3000;5265;20124239,86
CRI;CTG;5760;15582;62326597,62
CRI;CTG;2748;12961;51625607,15
CRI;CTG;9000;28396;109180300,6
CRI;CTG;78000;121397;476579841,3
CRI;CTG;2000;3510;13780237,85
CRI;CTG;3928;14030;56437973,57
CRI;CTG;341322;24842;98897626,42
CRI;CTG;114210;1597;6389148,75
CRI;CTG;200;9;37783,89
CRI;CTG;897850;10801;42873935,63
CRI;CTG;9000;597;2418556,13
CRI;CTG;83;511;2001215,42
CRI;CTG;44500;2109;8533027,52
CRI;CTG;98850;165636;648658549,2
CRI;CTG;10010;89181;340857757,3
CRI;CTG;60000;81969;327807329,2
CRI;CTG;97450;137473;549749306,8
CRI;CTG;19779;84069;332640856,4
CRI;CTG;26668;70291;281016496,8
CRI;CTG;80399;175271;701736928,5
CRI;CTG;23194;53405;211311361,3
CRI;CTG;27000;14087;55157641,26
CRI;CTG;2550;7463;29784695,7
CRI;CTG;489;25579;101188245,7
CRI;CTG;2310;39639;158196886,8
CRI;CTG;25502;123667;494235737,7
CRI;CTG;6480;84300;333480684
CRI;CTG;59904;148070;592956989,7
CRI;CTG;517;3528;13959449,28
CRI;CTG;729;2340;9258818,4
CRI;CTG;351000;590121;2312734351
CRI;CTG;342;36820;140728951,2
CRI;CTG;66000;110715;445429695,2
CRI;CTG;48000;70941;272756511,7
CRI;CTG;406;1361;5385427,33
CRI;CTG;182952;16530;65407419,01
CRI;CTG;15496;586;2318819,63
CRI;CTG;4200;206;815448,66
CRI;CTG;493500;5499;21760636,86
CRI;CTG;24000;38610;152772482
CRI;CTG;24248;9647;38171813,34
CRI;CTG;8221;34708;136495873,1
CRI;CTG;880;5778;22724353,33
CRI;CTG;49;545;2143261,55
CRI;CTG;50;25;98314,75
CRI;CTG;99000;149975;599814914,2
CRI;CTG;12000;19276;77095292,35
CRI;CTG;18443;71938;287648491
CRI;CTG;2248;13322;53268510,08
CRI;CTG;38584;89571;358150899,1
CRI;CTG;3000;5182;20725286,22
CRI;CTG;9000;6944;27773241,74
CRI;CTG;42;294;1175561,94
CRI;CTG;4742;21659;86605247,52
CRI;CTG;718;2720;10837752,83
CRI;CTG;59800;97623;389473834,4
CRI;CTG;99250;134530;536717193,6
CRI;CTG;17250;27766;110775082,1
CRI;CTG;1750;5116;20410657,48
CRI;CTG;1250;2519;10052030,28
CRI;CTG;24248;9647;38426404
CRI;CTG;500;991;3956995,27
CRI;CTG;200324;11889;47355869,5
CRI;CTG;269488;1782;7099327,57
CRI;CTG;15800;741;2954222,69
CRI;CTG;780275;6896;27470829,59
CRI;CTG;18000;1074;4281328,6
CRI;CTG;159200;258214;1030157664
CRI;CTG;1;27540;109695951
CRI;CTG;7040;43302;173145079,4
CRI;CTG;20895;74766;292744171,7
CRI;CTG;26108;125912;493000013,7
CRI;CTG;1;73;289329,24
CRI;CTG;36;352;1379954,14
CRI;CTG;36;171;670948,08
CRI;CTG;6600;15360;58706688
CRI;CTG;588;1051;4049541,23
CRI;CTG;24;214;839154,95
CRI;CTG;12;146;572749,1
CRI;CTG;10308;17792;68150459,88
CRI;CTG;100;9847;38657724,57
CRI;CTG;45;3898;15305988,36
CRI;CTG;6;461;1812685,03
CRI;CTG;3;362;1423091,62
CRI;CTG;300;258;1010180,94
CRI;CTG;4650;3646;14118984,43
CRI;CTG;72;201;789350,68
CRI;CTG;60;192;751762,56
CRI;CTG;124;334;1310885,96
CRI;CTG;696;1073;4111587,35
CRI;CTG;144;594;2328584,52
CRI;CTG;60;290;1137040,87
CRI;CTG;2220;7294;27878797,11
CRI;CTG;264;1499;5871265,59
CRI;CTG;228;664;2603447,71
CRI;CTG;4712;11497;45016011,94
CRI;CTG;6;370;1450196,96
CRI;CTG;530;326;1265189,84
CRI;CTG;18;66;258418,38
CRI;CTG;360;403;1578701,37
CRI;CTG;8;8;31323,44
CRI;CTG;22;360;1375938
CRI;CTG;15291;49742;196817155,9
CRI;CTG;180;479;1897266,42
CRI;CTG;600;2581;10278832,5
CRI;CTG;24716;91870;365874465,4
CRI;CTG;5340;19790;78815666,25
CRI;CTG;324;2285;9100012,5
CRI;CTG;1;2;8761,5
CRI;CTG;70;105;418162,5
CRI;CTG;200;2;7965
CRI;CTG;900;3871;15420765,22
CRI;CTG;27869;95922;382075617,8
CRI;CTG;2188;10062;40078455,3
CRI;CTG;1656;5796;23086337,4
CRI;CTG;62;42;170080,5
CRI;CTG;20186;32928;132476258,9
CRI;CTG;10399;17307;69202212,57
CRI;CTG;2272;6740;26950757,1
CRI;CTG;53595;86208;344704869,6
CRI;CTG;1694;4862;19441555,32
CRI;CTG;1437;517;2068509,19
CRI;CTG;11148;17011;68441239,23
CRI;CTG;1701;6509;26190051,06
CRI;CTG;133;130406;521549668,6
CRI;CTG;19800;26158;104593024,6
CRI;CTG;100000;19500;77970945
CRI;CTG;140;7124;28379067,45
CRI;CTG;51;31787;126816264,7
CRI;CTG;85;1943;7752054,7
CRI;CTG;636;2516;10060251,16
CRI;CTG;23;568;2274352,48
CRI;CTG;7840;3051;12200253,71
CRI;CTG;100000;19500;77658750
CRI;CTG;594;5523;22087089,49
CRI;CTG;4680;35658;142578869,6
CRI;CTG;45;33000;126878730
CRI;CTG;90;5361;21438811,06
CRI;CTG;500;5;19992,55
CRI;CTG;21930;17582;69570128,37
CRI;CTG;24456;23479;93903256,87
CRI;CTG;122577;1017317;4014288116
CRI;CTG;1115;46950;185281784,6
CRI;CTG;2110;63267;249743344,1
CRI;CTG;1150;33312;131477362
CRI;CTG;24300;205244;810054741,9
CRI;CTG;4624;15340;60601188,8
CRI;CTG;2652;14786;58372392,27
CRI;CTG;1150;5869;23134986,03
CRI;CTG;1015;3980;15694371,61
CRI;CTG;9996;8409;32556958,77
CRI;CTG;16906;139874;552443067,1
CRI;CTG;243;11512;45452851,12
CRI;CTG;71;2679;10589228,23
CRI;CTG;2238;15942;62992757,03
CRI;CTG;20920;89480;353246411,7
CRI;CTG;10983;24172;95591007,13
CRI;CTG;3926;48218;190539506,9
CRI;CTG;7463;31789;125349224,1
CRI;CTG;7680;23731;93076614,13
CRI;CTG;2840;12748;50002323,45
CRI;CTG;148;1379;5450314,76
CRI;CTG;354;4156;16408877,72
CRI;CTG;151;3565;14029972,06
CRI;CTG;294;4534;17899822,62
CRI;CTG;5595;122836;485231012,1
CRI;CTG;1491;17278;68126248,38
CRI;CTG;200000;39000;154374675
CRI;CTG;189200;73545;293324916,3
CRI;CTG;13645;4665;18266303,19
CRI;CTG;600;6804;26865866,16
CRI;CTG;81;6889;27223685,79
CRI;CTG;272;7750;30641752,44
CRI;CTG;589;13324;52527759,4
CRI;CTG;781;6582;26046254,98
CRI;CTG;240;1363;5338806,26
CRI;CTG;960;547;2144167,77
CRI;CTG;25;64;251213,98
CRI;CTG;2194;12820;50330216,51
CRI;CTG;428;5344;20997704,34
CRI;CTG;170;6108;24118077,17
CRI;CTG;137;846;3341649,4
CRI;CTG;480;1985;7773381,48
CRI;CTG;4016;23308;92227723,16
CRI;CTG;3154;18307;72438106,72
CRI;CTG;1;26;103570,2
CRI;CTG;5;35;144414,35
CRI;CTG;144;147;582047,5
CRI;CTG;500;347;1373798
CRI;CTG;104;1472;5704806,22
CRI;CTG;537;25524;100782732,4
CRI;CTG;2260;11427;44568160,14
CRI;CTG;20000;600;2369124
CRI;CTG;224;12789;50499260,04
CRI;CTG;258;258;1021645,56
CRI;CTG;2350;18106;70895320,6
CRI;CTG;5174;15487;60639830,58
CRI;CTG;17;206;818416,23
CRI;CTG;12;147;582330,67
CRI;CTG;10;359;1418710,42
CRI;CTG;40;6;23740,56
CRI;CTG;11028;27241;108037463,2
CRI;CTG;20000;24200;95421326
CRI;CTG;100000;23288;91828437,06
CRI;CTG;1866;2026;7990313,71
CRI;CTG;25244;22984;88372381,12
CRI;CTG;3;29410;115967666,7
CRI;CTG;50000;11644;46381391,86
CRI;CTG;6893;13994;55034158,84
CRI;CTG;2584;34143;133685975,2
CRI;CTG;6168;50473;201865230,1
CRI;CTG;164;7101;27806405
CRI;CTG;50000;11644;46063849,07
CRI;CTG;36000;3816;15098996,16
CRI;CTG;8;5;23414,27
CRI;CTG;23600;1008;3947144,98
CRI;CTG;52000;3086;12083878,37
CRI;CTG;31;5;22592,03
CRI;CTG;1200;51;200704,94
CRI;CTG;1357;6473;25346888,49
CRI;CTG;192;1120;4385320,75
CRI;CTG;120;4046;16010633,66
CRI;CTG;48;354;1388842,17
CRI;CTG;80;234;919891,12
CRI;CTG;6434;35831;141778030,8
CRI;CTG;6003;17056;67486577,69
CRI;CTG;2100;11382;45521512,26
CRI;CTG;1167;37017;148013804,3
CRI;CTG;4140;8555;34078994,93
CRI;CTG;3000;6804;27209780,57
CRI;CTG;300;1392;5565925,92
CRI;CTG;39;57663;220392589,1
CRI;CTG;8541;24482;97518744,47
CRI;CTG;235;2639;10619343,25
CRI;CTG;4794;22518;90596050,9
CRI;CTG;56;606;2439996,4
CRI;CTG;296;5774;23233876,82
CRI;CTG;152;5371;21611396,69
CRI;CTG;1260;7950;31212226,96
CRI;CTG;62832;27266;104834127,4
CRI;CTG;2851;14754;57123089,89
CRI;CTG;46750;26628;105360724
CRI;CTG;328;14;55394,64
CRI;CTG;41368;18203;72785037,47
CRI;CTG;130020;60378;240953609,4
CRI;CTG;2;2;7966,3
CRI;CTG;43;309;1211590,65
CRI;CTG;694;2518;9862498,27
CRI;CTG;140;508;1991466
CRI;CTG;11801;63172;247345974,6
CRI;CTG;15;18510;72666002,7
CRI;CTG;1;21810;85621043,7
CRI;CTG;4;29;115532,32
CRI;CTG;500;1816;7234211,24
CRI;CTG;12992;69677;277490484,4
CRI;CTG;13896;30108;119130130,1
CRI;CTG;184;138662;547736760,1
CRI;CTG;82;1589;6356391,36
CRI;CTG;32;19766;79036547,91
CRI;CTG;2;1004;4014544,02
CRI;CTG;8;169;677427,55
CRI;CTG;1;282;1129099,25
CRI;CTG;1;54900;218639250
CRI;CTG;1200000;22080;87947952
CRI;CTG;3839;13453;53813589,13
CRI;CTG;1375;4720;18880255,17
CRI;CTG;258;1261;5046766,44
CRI;CTG;16558;23551;94203440,35
CRI;CTG;38;614;2456624,71
CRI;CTG;72;494;1976755,52
CRI;CTG;638;2260;9042756,53
CRI;CTG;195;2752;11011112,24
CRI;CTG;385;1207;4831371,29
CRI;CTG;95;756;2954805,06
CRI;CTG;7238;23079;89252656,39
CRI;CTG;1036;3579;14310667,28
CRI;CTG;1470;5727;22622410,73
CRI;CTG;6360;10975;43120399,94
CRI;CTG;39;304;1168899,13
CRI;CTG;187;1665;6444838,47
CRI;CTG;380;8133;32460221,56
CRI;CTG;1570;44912;179239041,1
CRI;CTG;862;16731;66772849,99
CRI;CTG;34;1150;4593183,6
CRI;CTG;5208;118565;473180762,5
CRI;CTG;1788;39746;158622155
CRI;CTG;280;1190;4575900,62
CRI;CTG;336;1196;4784697,03
CRI;CTG;259;4775;18829950,72
CRI;CTG;1584;5118;20353621,11
CRI;CTG;2170;31844;122436128,9
CRI;CTG;2172;2681;10720725,04
CRI;CTG;55;12;50883,72
CRI;CTG;228;52;210119,83
CRI;CTG;125;28;115336,43
CRI;CTG;4;1;4589,51
CRI;CTG;756;174;696807,64
CRI;CTG;259;59;239253,25
CRI;CTG;20;4;19156,22
CRI;CTG;2251;7788;30710091,96
CRI;CTG;200;802;3163650,68
CRI;CTG;496;2094;8259070,62
CRI;CTG;10209;16769;66122759,83
CRI;CTG;168;1204;4749340,2
CRI;CTG;66;852;3360053,01
CRI;CTG;0;168;662468,47
CRI;CTG;2183;7836;30898213,95
CRI;CTG;282;1052;4150078,5
CRI;CTG;3157;4737;18678172,52
CRI;CTG;419;1584;6229222,56
CRI;CTG;258;1008;3964050,72
CRI;CTG;501;13370;52578728,3
CRI;CTG;215;816;3208993,44
CRI;CTG;250;1232;4846523,91
CRI;CTG;141;3196;12571703,71
CRI;CTG;2569;15095;59792746,15
CRI;CTG;255;2160;8362332
CRI;CTG;2176;1540;6095259,46
CRI;CTG;696;180;715856,04
CRI;CTG;14616;3275;12958790,38
CRI;CTG;71;555;2176587,53
CRI;CTG;2122;8397;32880449,85
CRI;CTG;2315;7985;31268506,49
CRI;CTG;133;492;1926626,48
CRI;CTG;18080;29468;115381261,6
CRI;CTG;29;295;1156539,71
CRI;CTG;57;889;3482148,5
CRI;CTG;300;1305;5111828,79
CRI;CTG;154;1875;7343663,04
CRI;CTG;2241;6548;25640624,04
CRI;CTG;1477;4985;19521120,19
CRI;CTG;5731;8229;32220660,78
CRI;CTG;68;344;1349961,95
CRI;CTG;16424;116152;464436892,8
CRI;CTG;76600;13900;55579289
CRI;CTG;15680;17911;71618112,31
CRI;CTG;58675;36564;146201519,6
CRI;CTG;3300;35770;142477833,1
CUB;CTG;292800;172600;676334252,8
CUB;CTG;206;17012;67174141,89
CUB;CTG;209;1077;4252577,58
CUB;CTG;3510;59753;238006635,7
CUB;CTG;645;1378;5492644,35
CUB;CTG;618768;223890;896616134,5
CUB;CTG;1985;1225;4883182,57
CUB;CTG;1330;4618;18394823,99
CUB;CTG;48;347;1386096,36
CUB;CTG;26250;5102;20188299,57
CUB;CTG;14400;14160;55685474,4
CUB;CTG;25;118;466381,45
CUB;CTG;46400;63136;249295021,4
CUB;CTG;46080;42892;169363936,5
CUB;CTG;27000;24918;99254481,75
CUB;CTG;48314;69020;275977160,2
CUB;CTG;25200;26015;103622523,5
CUB;CTG;75432;93586;369503168,9
CUB;CTG;3061;16072;64210364,4
CUB;CTG;665;14978;59662408,89
CUB;CTG;5;1;7886,63
CUB;CTG;20464;30963;123529234,6
CUB;CTG;168000;75600;296006508
CUB;CTG;480;560;2239165,6
CUB;CTG;25970;41605;164620999,8
CUB;CTG;5;23;93276,29
CUB;CTG;583;3945;15609418,2
CUB;CTG;10;47;186552,58
CUB;CTG;1468;16529;65403937,06
CUB;CTG;36;25440;100659974,4
CUB;CTG;94;40;158270,4
CUB;CTG;2;320;1266163,2
CUB;CTG;647;2700;10683252
CUB;CTG;281;645;2552110,2
CUB;CTG;3370;28408;112405458,2
CUB;CTG;0;177;697609,32
CUB;CTG;3;320;1266163,2
CUB;CTG;431;850;3363246
CUB;CTG;35;1380;5460328,8
CUB;CTG;67;2100;8309196
CUB;CTG;51;75;296757
CUB;CTG;6;40;158270,4
CUB;CTG;149;2502;9899813,52
CUB;CTG;1;300;1187028
CUB;CTG;63;6850;27103806
CUB;CTG;1;13;51437,88
CUB;CTG;139;834;3299937,84
CUB;CTG;128;2436;9638667,36
CUB;CTG;590;6433;25255577,62
CUB;CTG;220;50;197838
CUB;CTG;1;168;664735,68
CUB;CTG;2;1270;5025085,2
CUB;CTG;6;297;1175157,72
CUB;CTG;476;659;2607504,84
CUB;CTG;1;210;830919,6
CUB;CTG;13;841;3303967,28
CUB;CTG;1;463;1821518,02
CUB;CTG;2;2825;11177847
CUB;CTG;1;858;3394900,08
CUB;CTG;1;1328;5254577,28
CUB;CTG;1;8660;33997168,2
CUB;CTG;1;3978;15620599,57
CUB;CTG;10;10000;39567600
CUB;CTG;1;1220;4827247,2
CUB;CTG;1;85;336324,6
CUB;CTG;1;200;791352
CUB;CTG;6;1200;4748112
CUB;CTG;9;2400;9496224
CUB;CTG;2;500;1978380
CUB;CTG;9;639;2511432,84
CUB;CTG;4;3825;15016933,91
CUB;CTG;22;7711;30272907,97
CUB;CTG;104;3820;15114823,2
CUB;CTG;624;6000;23740560
CUB;CTG;11;50;197838
CUB;CTG;7;522;2065428,72
CUB;CTG;12355;12466;49654266,55
CUB;CTG;46;25272;101674563,1
CUB;CTG;16000;33577;134305818,1
CUB;CTG;13;600;2413926
CUB;CTG;7756;62108;247785405
CUB;CTG;17791;138740;553512241,6
CUB;CTG;982;76969;307869712,8
CUB;CTG;102000;4080;16414696,8
CUB;CTG;2000;1800;7169670
CUB;CTG;2600;6576;26188920
CUB;CTG;2800;22146;88210839,9
CUB;CTG;8350;14025;55861524,34
CUB;CTG;3600;3908;15563610
CUB;CTG;14400;40768;162385059,2
CUB;CTG;80;1860;7407450
CUB;CTG;14;465;1870792,65
CUB;CTG;15000;1800;7241778
CUB;CTG;16;900;3620889
CUB;CTG;3000;1050;4224370,5
CUB;CTG;1040;364;1464448,44
CUB;CTG;29;900;3620889
CUB;CTG;3697;32640;128359737,6
CUB;CTG;15;225;884832,75
CUB;CTG;547200;90198;354713797,8
CUB;CTG;720000;19818;77938821,43
CUB;CTG;15;827;3253235,07
CUB;CTG;249169;22313;88289955,61
CUB;CTG;8520;17040;67011333,6
CUB;CTG;15;198;778652,82
CUB;CTG;45;2755;10837431,52
CUB;CTG;15;514;2022727,66
CUB;CTG;15;427;1681182,22
CUB;CTG;15;179;704326,86
CUB;CTG;547200;89774;351503969,4
CUB;CTG;720000;19725;77233579,53
CUB;CTG;15724;11007;43553481,75
CUB;CTG;34;300;1187028
CUB;CTG;640;372;1475000,99
CUB;CTG;3060;241;956981,97
CUB;CTG;4;834;3301718,38
CUB;CTG;1;377;1494270,41
CUB;CTG;190;700;2769732
CUB;CTG;4;276;1093371,49
CUB;CTG;3;884;3498013,24
CUB;CTG;1;550;2177998,54
CUB;CTG;1;650;2571894
CUB;CTG;8;16;63308,16
CUB;CTG;33;228;902141,28
CUB;CTG;2177;10855;42501992,65
CUB;CTG;10279;27940;109400246,5
CUB;CTG;747;1884;7380194
CUB;CTG;816;2059;8063436,53
CUB;CTG;1099;4387;17176991,41
CUB;CTG;5;1;7886,63
CUB;CTG;11347;23436;93745370,66
CUB;CTG;11008;24561;98244709,43
CUB;CTG;57379;56472;224936446,8
CUB;CTG;28180;21063;83897088,45
CUB;CTG;6;60;239994,6
CUB;CTG;37;70;279993,7
CUB;CTG;1202;130;519988,3
CUB;CTG;26050;63505;250579450,8
CUB;CTG;459;1620;6410346,87
CUB;CTG;2016;2691;10649065,59
CUB;CTG;590;1738;6877838,07
CUB;CTG;8435;18989;75135865,26
